Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_brightness,screen_dimming,screen_power_consumption,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale,power_voltage_in_volts,power_current_in_amps,Total_power,TP_round,EC
20978,1236,1401,74,35,9999,0,1252,0,3917,4904,4,3,1478,490,2000,0,0,72,72,31,0,0,0,0,2,1440,1584,3042,1370,0,39,45,56,36,43,33,37,39,39,34,0,0,14523,1489,0,1246,135,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.917,1.252,4.904084,4.9,4.95
21978,1236,1401,74,35,9999,0,1342,0,3917,5256,4,3,1478,490,2000,0,0,72,72,30,0,0,0,0,2,1440,1584,3032,1386,0,27,42,39,40,39,21,27,27,31,34,0,0,14523,1489,0,1246,135,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.917,1.342,5.256614,5.26,5.31
22978,1236,1401,74,35,9999,0,1275,0,3917,4994,4,3,1478,490,2000,0,0,72,72,28,0,0,0,0,2,1440,1584,3257,1405,0,31,47,45,54,42,31,11,30,30,36,0,0,14523,1489,0,1246,135,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.917,1.275,4.994174999999999,4.99,5.04
23978,1236,1401,74,35,9999,0,1333,0,3917,5221,4,3,1478,490,2000,0,0,72,72,29,0,0,0,0,2,1440,1584,2907,1396,0,33,45,50,39,36,33,16,26,33,33,0,0,14523,1489,0,1246,135,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.917,1.333,5.221361,5.22,5.27
24978,1236,1401,74,35,9999,0,1253,0,3917,4908,4,3,1478,490,2000,0,0,72,72,29,0,0,0,0,2,1440,1584,2877,1384,0,41,47,50,48,45,41,29,36,33,33,0,0,14523,1489,0,1246,135,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.917,1.253,4.908001,4.91,4.95
25977,1236,1401,74,35,9999,0,1327,0,3917,5197,4,3,1478,490,2000,0,0,72,72,29,0,0,0,0,2,1440,1584,3234,1391,0,43,48,51,43,45,35,19,43,30,35,0,0,14523,1489,0,1246,135,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.917,1.327,5.197858999999999,5.2,5.25
26978,1236,1401,74,35,9999,0,1288,0,3910,5036,4,3,1478,490,2000,0,0,72,72,29,0,0,0,0,2,1440,1584,2808,1382,0,30,31,33,45,48,30,30,22,30,32,0,0,14523,1489,0,1246,135,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.91,1.288,5.03608,5.04,5.08
27978,1236,1401,74,35,9999,0,1234,0,3910,4824,4,3,1478,490,2000,0,0,72,72,28,0,0,0,0,2,1440,1584,2869,1353,0,36,45,47,50,51,16,25,36,36,32,0,0,14523,1489,0,1246,135,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.91,1.234,4.82494,4.82,4.87
28979,1236,1401,74,35,9999,0,1337,0,3910,5227,4,3,1478,490,2000,0,0,72,72,29,0,0,0,0,2,1440,1584,2918,1401,0,26,52,50,50,44,11,26,26,26,34,0,0,14523,1489,0,1246,135,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.91,1.337,5.22767,5.23,5.28
29978,1236,1401,74,35,9999,0,1258,0,3910,4918,4,3,1478,490,2000,0,0,72,72,29,1,0,2,0,2,1440,1584,2876,1364,0,43,45,50,47,35,21,39,43,30,32,0,0,14523,1489,0,1246,135,1382,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.91,1.258,4.91878,4.92,4.97
30978,1236,1401,74,35,9999,0,1301,0,3910,5086,4,3,1478,490,2000,0,0,73,72,31,0,0,0,0,2,1440,1584,3066,1801,292,36,52,57,50,47,33,15,36,43,39,0,0,14523,1489,0,1246,135,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,100,3.91,1.301,5.08691,5.09,5.14
31979,1236,1401,74,35,9999,0,1343,0,3910,5251,4,3,1478,490,2000,0,0,72,72,32,0,0,0,0,2,1440,1584,2954,1782,301,30,56,52,54,54,23,30,26,41,39,0,0,14523,1489,0,1246,135,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,100,3.91,1.343,5.25113,5.25,5.3
32978,1236,1401,74,35,9999,0,1270,0,3910,4965,3,3,1478,490,2000,0,0,72,72,31,0,0,0,0,2,1440,1584,2954,1775,296,30,42,39,43,39,30,11,27,30,38,0,0,14523,1489,0,1246,135,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,100,3.91,1.27,4.9657,4.97,5.01
33979,1236,1401,74,35,9999,0,1329,0,3910,5196,3,3,1382,490,2000,0,0,72,72,30,0,0,0,0,2,1440,1584,2985,1791,299,30,42,42,43,45,27,30,28,30,39,0,0,14523,1489,0,1246,135,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,100,3.91,1.329,5.19639,5.2,5.25
34979,1236,1401,74,35,9999,0,1244,0,3910,4864,3,3,1382,490,2000,0,0,72,72,29,0,0,0,0,2,1440,1584,2969,1790,294,31,35,50,31,43,23,5,31,33,38,0,0,14523,1489,0,1246,135,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,100,3.91,1.244,4.86404,4.86,4.91
35979,1236,1401,74,35,9999,0,1281,0,3910,5008,3,3,1382,490,2000,0,0,72,72,30,0,0,0,0,2,1440,1584,2959,1804,302,23,58,47,54,54,15,23,21,36,38,0,0,14523,1489,0,1246,135,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,100,3.91,1.281,5.00871,5.01,5.06
36979,1236,1401,74,35,9999,0,1357,0,3913,5309,3,3,1382,490,2000,0,0,72,72,30,0,0,0,0,2,1440,1584,2936,1817,293,31,52,55,47,47,31,23,25,22,39,0,0,14523,1489,0,1246,135,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,100,3.913,1.357,5.309940999999999,5.31,5.36
37979,1236,1401,74,35,9999,0,1286,0,3913,5032,3,3,1382,490,2000,0,0,72,72,30,0,0,0,0,2,1440,1584,2875,1829,298,34,52,62,39,52,33,27,34,33,38,0,0,14523,1489,0,1246,135,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,100,3.913,1.286,5.032118,5.03,5.08
38979,1236,1401,74,35,9999,0,1377,0,3913,5388,3,3,1382,490,2000,0,0,72,72,30,0,0,0,0,2,1440,1584,2934,1584,173,29,42,50,44,52,29,25,28,22,35,0,0,14523,1489,0,1246,135,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,100,3.913,1.377,5.388201,5.39,5.44
40025,1245,1385,74,35,9999,0,1232,0,3913,4820,3,3,1382,490,2000,0,0,72,72,29,0,0,0,0,2,1440,1584,2797,1400,0,31,41,47,36,46,31,22,28,36,32,0,0,14405,1473,0,1231,135,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.913,1.232,4.820816,4.82,4.87
40980,1245,1385,74,35,9999,0,1282,0,3913,5016,3,3,1382,490,2000,0,0,72,72,29,0,0,0,0,2,1440,1584,2810,1393,0,31,38,50,43,34,15,16,31,30,32,0,0,14405,1473,0,1231,135,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.913,1.282,5.016466,5.02,5.06
41980,1245,1385,74,35,9999,0,1325,0,3913,5184,3,3,1382,490,2000,0,0,72,72,28,0,0,0,0,2,1440,1584,2794,1401,0,30,42,45,45,51,30,14,11,31,32,0,0,14405,1473,0,1231,135,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.913,1.325,5.184724999999999,5.18,5.23
42980,1245,1385,74,35,9999,0,1327,0,3913,5192,3,3,1382,490,2000,0,0,72,72,28,0,0,0,0,2,1440,1584,2832,1815,296,39,52,54,54,50,31,33,39,33,37,0,0,14405,1473,0,1231,135,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,100,3.913,1.327,5.192551,5.19,5.24
43980,1245,1385,74,35,9999,0,1363,0,3908,5326,3,3,1382,490,2000,0,0,72,72,28,0,0,0,0,2,1440,1584,2790,1805,295,36,45,47,44,50,23,31,36,30,37,0,0,14405,1473,0,1231,135,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,100,3.908,1.363,5.326604,5.33,5.38
44980,1245,1385,74,35,9999,0,1307,0,3908,5107,3,3,1382,490,2000,0,0,72,72,28,0,0,0,0,2,1440,1584,2895,1823,295,28,42,44,58,36,19,28,23,30,38,0,0,14405,1473,0,1231,135,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,100,3.908,1.307,5.107755999999999,5.11,5.16
45981,1245,1385,74,35,9999,0,1382,0,3908,5400,3,3,1382,490,2000,0,0,72,72,28,0,0,0,0,2,1440,1584,2783,1810,296,21,52,47,54,50,19,21,21,26,36,0,0,14405,1473,0,1231,135,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,100,3.908,1.382,5.400855999999999,5.4,5.45
46980,1245,1385,74,35,9999,0,1287,0,3906,5027,3,3,1382,490,2000,0,0,72,72,28,0,0,0,0,2,1440,1584,2779,1812,295,42,54,61,56,54,30,39,42,7,37,0,0,14405,1473,0,1231,135,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,100,3.906,1.287,5.027022,5.03,5.07
47981,1245,1385,74,35,9999,0,1338,0,3906,5226,3,3,1382,490,2000,0,0,72,72,28,0,0,0,0,2,1440,1584,2819,1803,300,37,50,39,50,47,19,37,28,30,37,0,0,14405,1473,0,1231,135,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,100,3.906,1.338,5.226228000000001,5.23,5.28
