Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_brightness,screen_dimming,screen_power_consumption,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale,power_voltage_in_volts,power_current_in_amps,Total_power,TP_round,EC
21977,398,3076,99,28,9999,0,1294,0,4216,5455,4,4,1478,525,1804,0,0,82,90,45,0,77,10,0,0,1440,1584,6254,896,0,60,36,31,46,38,31,36,60,21,66,0,0,15152,3133,0,3020,47,3068,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.216,1.294,5.455504,5.46,5.26
22977,398,3076,99,28,9999,0,1347,0,4216,5678,4,4,1478,525,2000,0,0,90,90,42,0,22,0,0,0,1440,1584,6082,955,0,44,39,39,35,42,42,38,44,33,65,0,0,15152,3133,0,3020,47,3068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.216,1.347,5.678952,5.68,5.47
23978,398,3076,99,28,9999,0,1280,0,4216,5396,4,4,1478,525,2000,0,0,90,90,36,0,12,5,0,0,1440,1584,5227,901,0,56,38,33,30,31,56,30,33,33,58,0,0,15152,3133,0,3020,47,3068,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.216,1.28,5.39648,5.4,5.2
24978,398,3076,99,28,9999,0,1389,0,4216,5856,4,4,1478,525,2000,0,0,86,90,37,0,0,0,0,0,1440,1584,5795,879,0,38,40,43,35,25,19,36,38,31,61,0,0,15152,3133,0,3020,47,3068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.216,1.389,5.856024000000001,5.86,5.64
25978,398,3076,99,28,9999,0,1444,0,4216,6087,4,3,1478,490,1555,0,0,90,90,34,0,0,0,0,0,1440,1584,6712,911,0,39,27,40,40,35,26,22,39,25,70,0,0,15152,3133,0,3020,47,3068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.216,1.444,6.087904,6.09,5.87
26978,398,3076,99,28,9999,0,1365,0,4216,5754,4,4,1478,525,1804,0,0,90,90,34,0,0,0,0,0,1440,1584,7870,927,0,45,33,41,35,31,45,31,36,26,83,0,0,15152,3133,0,3020,47,3068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.216,1.365,5.754840000000001,5.75,5.55
27977,398,3076,99,28,9999,0,1156,0,4216,4873,4,4,1478,525,1804,0,0,90,90,35,0,0,0,0,0,1440,1584,6972,877,0,85,33,36,40,39,15,10,85,26,27,0,0,15152,3133,0,3020,47,3068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.216,1.156,4.873696,4.87,4.7
28978,398,3076,99,28,9999,0,1258,0,4216,5303,4,3,1478,490,2000,0,0,34,90,33,0,27,63,0,0,1440,1584,2333,668,0,100,38,30,33,31,44,65,100,30,29,0,0,15152,3133,0,3020,47,3068,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.216,1.258,5.303728,5.3,5.11
29978,398,3076,99,28,9999,0,1419,0,4216,5982,4,4,1478,490,2000,0,0,61,90,38,0,18,31,0,0,1440,1584,6773,909,0,43,39,43,26,34,30,43,23,33,63,0,0,15152,3133,0,3020,47,3068,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.216,1.419,5.9825040000000005,5.98,5.76
30979,398,3076,99,28,9999,0,1370,0,4216,5775,4,4,1478,525,2000,0,0,89,90,40,0,56,0,0,0,1440,1584,6011,920,0,44,42,33,43,38,30,28,44,26,64,0,0,15152,3133,0,3020,47,3068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.216,1.37,5.775920000000001,5.78,5.57
